"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.656971000e0	-3.663485259e-1	2.354398924e-1	-1.653744614e-1	4.658238914e-1
1.666952000e0	-3.145838566e-1	2.990985292e-1	-9.465004921e-2	4.442764509e-1
1.676934000e0	-3.055283103e-1	3.234194380e-1	-7.906195700e-2	4.518832530e-1
1.686915000e0	-3.483958562e-1	2.812627673e-1	-6.440064847e-2	4.523669533e-1
1.696897000e0	-4.069381062e-1	1.961840254e-1	5.728166342e-2	4.553767485e-1
1.706878000e0	-5.221091415e-1	1.811344618e-1	3.281065661e-1	6.426986600e-1
1.716860000e0	-6.257431452e-1	2.859955037e-1	7.476951599e-1	1.016068878e0
1.726841000e0	-5.258292863e-1	4.253095096e-1	1.202257705e0	1.379423142e0
1.736822000e0	-3.421219400e-1	4.476406109e-1	1.450108897e0	1.555713776e0
1.746804000e0	-2.735641405e-1	4.617516965e-1	1.453566356e0	1.549486082e0
1.756785000e0	-2.880195905e-1	4.571651405e-1	1.339588335e0	1.444455661e0
1.766767000e0	-3.652559736e-1	4.376237458e-1	1.167076178e0	1.298843052e0
1.776748000e0	-3.618753694e-1	4.027421808e-1	9.181099212e-1	1.065870947e0
1.786730000e0	-2.248434951e-1	2.710582066e-1	6.696933031e-1	7.566480482e-1
1.796711000e0	-2.088179581e-1	1.857362205e-1	4.954322433e-1	5.688198229e-1
1.806693000e0	-4.437837875e-1	3.377924788e-1	6.085255802e-1	8.254399981e-1
1.816674000e0	-8.517651466e-1	4.675930649e-1	9.900166404e-1	1.387184230e0
1.826655000e0	-1.284870676e0	4.506074882e-1	1.442687611e0	1.983755858e0
1.836637000e0	-1.564132672e0	3.218377662e-1	1.613168446e0	2.269890526e0
1.846618000e0	-1.624269531e0	6.089582741e-2	1.329073287e0	2.099617969e0
1.856600000e0	-1.484807444e0	-1.196007031e-1	8.066578978e-1	1.694005442e0
1.866581000e0	-1.208424763e0	-9.815370083e-2	3.377252358e-1	1.258563821e0
1.876563000e0	-8.450181176e-1	-4.438387513e-2	-1.048101711e-1	8.526492358e-1
1.886544000e0	-4.068271188e-1	-7.062384009e-2	-5.763664788e-1	7.090094141e-1
1.896526000e0	-1.148670897e-2	-1.189610177e-1	-1.004690228e0	1.011773751e0
1.906507000e0	2.721434863e-1	-1.508657652e-1	-1.201534404e0	1.241171818e0
1.916488000e0	6.212903443e-1	-1.520761389e-1	-1.061022888e0	1.238910172e0
1.926470000e0	9.751345995e-1	-1.723718244e-1	-6.939305967e-1	1.209189483e0
1.936451000e0	1.107152888e0	-2.574722010e-1	-2.099173808e-1	1.155917280e0
1.946433000e0	9.939708931e-1	-3.378538746e-1	3.006942344e-1	1.092034981e0
1.956414000e0	5.845716207e-1	-4.652401453e-1	7.733527422e-1	1.075289187e0
1.966396000e0	1.292683068e-1	-6.650868666e-1	1.120958018e0	1.309808274e0
1.976377000e0	-2.669386239e-1	-8.384509635e-1	1.241797746e0	1.521945429e0
1.986359000e0	-5.730706226e-1	-9.202733910e-1	1.060398991e0	1.516495655e0
1.996340000e0	-6.825402206e-1	-9.280408323e-1	5.955114323e-1	1.296824894e0
2.006322000e0	-6.766026655e-1	-8.114947146e-1	4.644677281e-2	1.057578433e0
2.016303000e0	-5.191617794e-1	-6.007657403e-1	-4.373951197e-1	9.065114001e-1
2.026284000e0	-2.772225606e-1	-4.046407717e-1	-7.887607402e-1	9.288326047e-1
2.036266000e0	-9.390219033e-2	-2.659565109e-1	-9.819954300e-1	1.021697368e0
2.046247000e0	-4.477837946e-2	-1.472884387e-1	-9.909352380e-1	1.002821835e0
2.056229000e0	-4.203958020e-2	-1.384603125e-1	-8.490940654e-1	8.613357745e-1
2.066210000e0	1.631650910e-2	-2.051478070e-1	-7.060852039e-1	7.354645922e-1
2.076192000e0	5.885551460e-2	-3.122916019e-1	-6.786582541e-1	7.493777700e-1
2.086173000e0	3.025276288e-2	-4.446953684e-1	-7.938273525e-1	9.104015960e-1
2.096155000e0	1.668137535e-2	-5.156086457e-1	-9.420238638e-1	1.074029564e0
2.106136000e0	1.356137417e-2	-4.331184661e-1	-9.847114617e-1	1.075840220e0
2.116117000e0	2.407795697e-2	-2.317076147e-1	-9.181566989e-1	9.472485896e-1
2.126099000e0	-7.513504006e-2	-1.797960341e-2	-7.247395760e-1	7.288456581e-1
2.136080000e0	-2.599302974e-1	8.491677403e-2	-5.056104916e-1	5.748187430e-1
2.146062000e0	-4.496510299e-1	-1.240837634e-2	-4.147289729e-1	6.118334229e-1
2.156043000e0	-6.266277558e-1	-1.582969916e-1	-3.829435086e-1	7.512429785e-1
2.166025000e0	-7.033555774e-1	-2.835981452e-1	-3.581437129e-1	8.386917761e-1
2.176006000e0	-7.096638460e-1	-2.717622113e-1	-2.773205745e-1	8.089401554e-1
2.185988000e0	-6.758197233e-1	-1.402787966e-1	-1.380913532e-1	7.039031617e-1
2.195969000e0	-6.795990711e-1	-3.254560232e-3	1.715573072e-3	6.796090294e-1
2.205950000e0	-5.584427163e-1	1.297169709e-1	7.170557499e-2	5.777771624e-1
2.215932000e0	-3.380530453e-1	2.347364724e-1	-2.295792282e-2	4.121991499e-1
2.225913000e0	-1.070747247e-1	3.571338987e-1	-6.150218368e-2	3.778784684e-1
2.235895000e0	-2.490636125e-2	4.781958210e-1	2.935886979e-2	4.797431743e-1
2.245876000e0	-1.882145628e-2	5.322638547e-1	1.557891208e-1	5.549137847e-1
2.255858000e0	-7.168627918e-2	4.686280221e-1	2.694005209e-1	5.452777149e-1
2.265839000e0	-2.681182265e-1	3.462364429e-1	3.889509380e-1	5.857046098e-1
2.275821000e0	-4.875026880e-1	2.562600732e-1	5.858214265e-1	8.040614651e-1
2.285802000e0	-6.840807427e-1	1.928534514e-1	8.418312389e-1	1.101743505e0
2.295783000e0	-9.236655801e-1	1.359460098e-1	1.061614627e0	1.413741503e0
2.305765000e0	-1.017979122e0	5.212441921e-2	1.107139878e0	1.504911013e0
2.315746000e0	-9.526419689e-1	-2.842273057e-2	8.575573254e-1	1.282083905e0
2.325728000e0	-8.464460807e-1	8.563247323e-3	4.379728246e-1	9.530815767e-1
2.335709000e0	-6.831292545e-1	9.830689788e-2	-2.680831432e-2	6.906869843e-1
2.345691000e0	-4.779364970e-1	2.132660812e-1	-3.064192432e-1	6.064639059e-1
2.355672000e0	-3.078373392e-1	3.723764205e-1	-2.708395207e-1	5.538791131e-1
2.365654000e0	-2.444505248e-1	4.306246287e-1	8.515884876e-2	5.024397072e-1
2.375635000e0	-3.861648859e-1	3.866635072e-1	7.093830335e-1	8.954642791e-1
2.385616000e0	-6.611972257e-1	3.061625504e-1	1.358678910e0	1.541728140e0
2.395598000e0	-9.401941238e-1	2.471781778e-1	1.861863391e0	2.100380282e0
2.405579000e0	-9.803019302e-1	1.764777392e-1	2.241918375e0	2.453229355e0
2.415561000e0	-8.680852371e-1	2.994300663e-2	2.281656638e0	2.441398283e0
2.425542000e0	-5.774365924e-1	-3.255554259e-2	1.943684649e0	2.027906038e0
2.435524000e0	-1.865659769e-1	1.653183281e-2	1.287194944e0	1.300750164e0
2.445505000e0	1.258825862e-1	5.319562912e-2	4.874198037e-1	5.062156315e-1
2.455487000e0	4.808026560e-1	9.421384692e-2	-1.210975903e-1	5.046900725e-1
2.465468167e0	7.394354562e-1	1.583753443e-1	-4.114972168e-1	8.609166644e-1
2.475449167e0	7.055360042e-1	1.717321390e-1	-4.530504549e-1	8.558783181e-1
2.485431167e0	5.541629930e-1	-5.865926743e-3	-4.046267384e-1	6.861878965e-1
2.495412167e0	3.472631409e-1	-3.210179865e-1	-4.453865093e-1	6.496255686e-1
2.505394167e0	8.764048018e-2	-6.678391510e-1	-5.381619412e-1	8.621532696e-1
2.515375167e0	-1.578729223e-1	-9.664640558e-1	-5.464018375e-1	1.121397164e0
2.525357167e0	-4.157379100e-1	-1.117355549e0	-3.079699248e-1	1.231327295e0
2.535338167e0	-6.898705825e-1	-1.097749250e0	1.428626812e-1	1.304371336e0
2.545320167e0	-8.818371575e-1	-9.827134681e-1	5.970358014e-1	1.449073594e0
2.555301167e0	-9.129715343e-1	-8.592202735e-1	8.980089480e-1	1.542140257e0
2.565282167e0	-7.935267325e-1	-8.605528539e-1	9.057068074e-1	1.480047537e0
2.575264167e0	-5.034504571e-1	-8.863496000e-1	7.294752359e-1	1.253479994e0
2.585245167e0	-2.691068445e-1	-8.510417730e-1	4.816883630e-1	1.014255526e0
2.595227167e0	-1.723153257e-1	-7.658016479e-1	2.227812552e-1	8.159511156e-1
2.605208167e0	-1.497399569e-1	-6.340603709e-1	-3.861267328e-2	6.526450392e-1
2.615190167e0	-1.669768909e-1	-5.114524448e-1	-2.827812892e-1	6.078076529e-1
2.625171167e0	-1.930850011e-1	-4.260854352e-1	-4.448023725e-1	6.455073712e-1
2.635153167e0	-2.025753976e-1	-3.573005444e-1	-4.501712859e-1	6.093887571e-1
2.645134167e0	-2.331871064e-1	-3.045112967e-1	-5.074856937e-1	6.361171950e-1
2.655115167e0	-2.802072718e-1	-2.867018473e-1	-5.808185488e-1	7.057366726e-1
2.665097167e0	-1.732136773e-1	-2.878549182e-1	-7.189350450e-1	7.935559406e-1
2.675078167e0	-7.140809789e-2	-2.506461614e-1	-8.194475126e-1	8.598935054e-1
2.685060167e0	-6.263793223e-2	-1.456237364e-1	-7.818803215e-1	7.977885812e-1
2.695041167e0	7.034858242e-3	-6.091219962e-2	-6.687858152e-1	6.715908367e-1
2.705023167e0	1.136627094e-1	4.025223255e-3	-4.903445810e-1	5.033619196e-1
2.715004167e0	1.405615825e-1	6.199744284e-2	-2.960047674e-1	3.334967222e-1
2.724986167e0	1.060130896e-1	7.806149840e-2	-1.519083238e-1	2.010186845e-1
