"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
4.306330962E0	5.275702000E0	-8.447141647E-1	-4.985753059E0	7.307825065E0
4.324682369E0	4.117350578E0	-2.748489380E-3	-3.115788937E0	5.163402370E0
4.343021014E0	2.737007380E0	1.521987915E-1	-2.446915865E0	3.674475625E0
4.361346848E0	9.070760012E-1	-6.424951553E-2	-2.005607843E0	2.202130263E0
4.379698254E0	-2.022007942E0	4.117965698E-2	-9.197506905E-1	2.221745533E0
4.398036900E0	-5.556075096E0	6.308679581E-1	5.356855392E-1	5.617376955E0
4.416362733E0	-6.890561581E0	-1.573781967E-1	3.487907887E0	7.724642919E0
4.434714139E0	-4.351763248E0	1.467389107E0	3.845033646E0	5.989604152E0
4.453052785E0	-1.638786197E0	6.418148041E0	2.896958351E0	7.229841780E0
4.471378619E0	-6.040176153E-1	6.968944550E0	1.691137314E0	7.196594391E0
4.489730025E0	9.429159164E-1	3.577046394E0	-2.440922022E0	4.431980556E0
4.508068671E0	1.689157844E0	7.445876122E0	-1.902276754E0	7.868480304E0
4.526394504E0	3.277224064E0	1.383414173E1	-6.416058540E0	1.559773965E1
4.544745910E0	9.047156334E0	1.100781536E1	-8.371385574E0	1.652583230E1
4.563084556E0	1.143661213E1	2.541359901E0	-5.663827419E0	1.301282245E1
4.581410389E0	1.011552525E1	3.304729462E-1	-4.117300987E0	1.092635487E1
4.599761796E0	5.529433250E0	1.410213470E0	-1.363422394E0	5.867048212E0
4.618100441E0	3.259112358E0	2.161149979E0	-1.002388477E0	4.036974765E0
4.636426275E0	2.561891079E0	1.139684677E0	-4.543738365E-1	2.840532106E0
4.654777681E0	2.910757065E0	-4.077043533E-1	1.147184372E0	3.155116719E0
4.673116327E0	4.182634354E0	-1.220956802E0	1.623197079E0	4.649724121E0
4.691442160E0	4.642044067E0	-1.775042057E0	-6.543967724E-1	5.012742020E0
4.709793566E0	3.202913284E0	-2.613857269E0	-2.665819168E0	4.919094954E0
4.728132212E0	1.641324997E0	-3.226487160E0	-4.585018158E0	5.841794129E0
4.746470858E0	1.376412272E0	-3.686917305E0	-3.932561874E0	5.563534205E0
4.764809504E0	1.204777002E0	-3.966232300E0	-1.945087910E0	4.578848464E0
4.783148098E0	2.468224764E-1	-3.230178356E0	-4.498703480E-1	3.270681409E0
